raw_value,clean_for_rules,category,changed_by_cleaning
50% 60L,50% 60L,other,No
50% 7/5,50% 7/5,other,No
50% 8/10,50% 8/10,other,No
50% @30L,50% @30L,other,No
50% AC/VC,50% AC/VC,other,No
50% AC/VC 16/500/50/5,50% AC/VC 16/500/50/5,other,No
50% ACVC 26/480 PEEP 8,50% ACVC 26/480 PEEP 8,other,No
"50% ACVC 30/480, PEEP 8","50% ACVC 30/480, PEEP 8",other,No
50% Bipap,50% Bipap,other,No
50% Bipap 16/5,50% Bipap 16/5,other,No
50% C 26 rate 34  peep 8,50% C 26 rate 34 peep 8,other,Yes
50% CPAP,50% CPAP,other,No
50% Cool Aerosol,50% Cool Aerosol,other,No
50% ECMO,50% ECMO,other,No
50% ECMO 40% vent,50% ECMO 40% vent,other,No
50% ECMO 50 %,50% ECMO 50 %,other,No
50% FI02 PEEP 5,50% FI02 PEEP 5,other,No
50% FIO2,50% FIO2,other,No
50% FIO2 / 50 L,50% FIO2 / 50 L,other,No
50% FIO2 P/C,50% FIO2 P/C,other,No
50% FIO2 V/C,50% FIO2 V/C,other,No
50% FIO2 V/C PEEP 8,50% FIO2 V/C PEEP 8,other,No
"50% FIO2, 40L; 20PPM","50% FIO2, 40L; 20PPM",other,No
50% FIO2. 40L,50% FIO2. 40L,other,No
50% FIO2/ 40 L HFNC,50% FIO2/ 40 L HFNC,other,No
50% FIo2 SIMV PC PS,50% FIo2 SIMV PC PS,other,No
50% Fi)2,50% Fi)2,other,No
50% Fi02,50% Fi02,other,No
50% FiO2,50% FiO2,other,No
50% FiO2 & PEEP 8,50% FiO2 & PEEP 8,other,No
50% FiO2 P12,50% FiO2 P12,other,No
50% FiO2 PEEP 5,50% FiO2 PEEP 5,other,No
50% FiO2 PEEP 8,50% FiO2 PEEP 8,other,No
50% FiO2 on vent,50% FiO2 on vent,other,No
"50% FiO2, PEEP 5","50% FiO2, PEEP 5",other,No
"50% FiO2, PS","50% FiO2, PS",other,No
50% FiO2; 40L HFNC,50% FiO2; 40L HFNC,other,No
50% FiO2; PEEP 5,50% FiO2; PEEP 5,other,No
50% Fio2,50% Fio2,other,No
50% Fio2 and PEEP 5,50% Fio2 and PEEP 5,other,No
50% HF 100% ECMO,50% HF 100% ECMO,other,No
50% HFNC,50% HFNC,other,No
50% HFNC 40LPM,50% HFNC 40LPM,other,No
50% HFNC 50LPM,50% HFNC 50LPM,other,No
50% HFNC 60/L,50% HFNC 60/L,other,No
50% MV; 100% ECMO,50% MV; 100% ECMO,other,No
50% MV; Sweep 0.5 VV ECMO 100%,50% MV; Sweep 0.5 VV ECMO 100%,other,No
50% O2,50% O2,other,No
50% O2  / 40 L,50% O2 / 40 L,other,Yes
50% P 7/5,50% P 7/5,other,No
50% P10,50% P10,other,No
50% P12,50% P12,other,No
50% P5,50% P5,other,No
50% P5 R 26,50% P5 R 26,other,No
50% P5 R18,50% P5 R18,other,No
50% P5 R26,50% P5 R26,other,No
50% P7/10,50% P7/10,other,No
50% P8,50% P8,other,No
50% P8 R26,50% P8 R26,other,No
50% PC,50% PC,other,No
50% PC 10/10,50% PC 10/10,other,No
50% PC 10/10 RR 28,50% PC 10/10 RR 28,other,No
50% PC 10/10 RR22,50% PC 10/10 RR22,other,No
50% PC 10/5,50% PC 10/5,other,No
50% PC 12 PEEP 10 RATE 12,50% PC 12 PEEP 10 RATE 12,other,No
50% PC 12 rate 20 p10,50% PC 12 rate 20 p10,other,No
50% PC 14 / 22 / +8,50% PC 14 / 22 / +8,other,No
"50% PC 14/10, R20","50% PC 14/10, R20",other,No
50% PC 14/5 RR 12,50% PC 14/5 RR 12,other,No
50% PC 15 rate 20 peep 8,50% PC 15 rate 20 peep 8,other,No
50% PC 15/ R 16/ +8/,50% PC 15/ R 16/ +8/,other,No
50% PC 15/+5 RR 16,50% PC 15/+5 RR 16,other,No
50% PC 15/+8,50% PC 15/+8,other,No
50% PC 16  RR26  PEEP 5,50% PC 16 RR26 PEEP 5,other,Yes
50% PC 16/+10 RR 22,50% PC 16/+10 RR 22,other,No
50% PC 16/8 RR 22,50% PC 16/8 RR 22,other,No
50% PC 18 PEEP 8 Rate 26,50% PC 18 PEEP 8 Rate 26,other,No
50% PC 18 RR 18 PEEP5,50% PC 18 RR 18 PEEP5,other,No
50% PC 18 Rate 26 PEEP 8,50% PC 18 Rate 26 PEEP 8,other,No
50% PC 18/8,50% PC 18/8,other,No
50% PC 20 rate 22 peep 12,50% PC 20 rate 22 peep 12,other,No
"50% PC 22 peep 10 rate 28, iNO 5ppm","50% PC 22 peep 10 rate 28, iNO 5ppm",other,No
50% PC 22 peep 12 rate28 iNO 5,50% PC 22 peep 12 rate28 iNO 5,other,No
50% PC 22/18/+12,50% PC 22/18/+12,other,No
50% PC 22/8,50% PC 22/8,other,No
50% PC 22/8 RR 16,50% PC 22/8 RR 16,other,No
50% PC 26  PEEP 8 Rate 20,50% PC 26 PEEP 8 Rate 20,other,Yes
50% PC 26 PEEP 8 Rate 20,50% PC 26 PEEP 8 Rate 20,other,No
50% PC 26 rate 34 peep 8,50% PC 26 rate 34 peep 8,other,No
50% PC 26/20/+8,50% PC 26/20/+8,other,No
50% PC 28 Rate 24 50%,50% PC 28 Rate 24 50%,other,No
50% PC 28 Rate 24 PEEP 8,50% PC 28 Rate 24 PEEP 8,other,No
50% PC 30/+3 RR 34,50% PC 30/+3 RR 34,other,No
50% PC 8 rate 16 peep 10 50%,50% PC 8 rate 16 peep 10 50%,other,No
50% PC 8 rate 16 peep 8,50% PC 8 rate 16 peep 8,other,No
"50% PC 8/10, 100% ECMO, Sweep 3.5","50% PC 8/10, 100% ECMO, Sweep 3.5",other,No
50% PC 8/8 RR 14,50% PC 8/8 RR 14,other,No
50% PC PEEP 8 RR 22,50% PC PEEP 8 RR 22,other,No
50% PC RR 16 PEEP 8,50% PC RR 16 PEEP 8,other,No
50% PC RR 22 PEEP 8,50% PC RR 22 PEEP 8,other,No
50% PC delta16 rr16 Peep 8,50% PC delta16 rr16 Peep 8,other,No
"50% PC, 100 ECMO, Sweep 3.5","50% PC, 100 ECMO, Sweep 3.5",other,No
50% PC10 RATE 22 PEEP 10,50% PC10 RATE 22 PEEP 10,other,No
50% PC10/10 RR22,50% PC10/10 RR22,other,No
50% PC10/5,50% PC10/5,other,No
50% PC10/5 rate 10,50% PC10/5 rate 10,other,No
50% PC12 RR12 PEEP5,50% PC12 RR12 PEEP5,other,No
50% PC12 RR12 PEEP8,50% PC12 RR12 PEEP8,other,No
50% PC12 RR12 peep8,50% PC12 RR12 peep8,other,No
50% PC12 rate 12 peep10,50% PC12 rate 12 peep10,other,No
50% PC15/18/+5,50% PC15/18/+5,other,No
50% PC18 RR 24 PEEP 5,50% PC18 RR 24 PEEP 5,other,No
50% PC18 RR18 PEEP5,50% PC18 RR18 PEEP5,other,No
50% PC18 RR24 PEEP8,50% PC18 RR24 PEEP8,other,No
50% PC20  rate22 Peep12,50% PC20 rate22 Peep12,other,Yes
50% PEEP,50% PEEP,other,No
50% PEEP 10,50% PEEP 10,other,No
50% PEEP 10 P/C,50% PEEP 10 P/C,other,No
50% PEEP 10 PS 10,50% PEEP 10 PS 10,other,No
50% PEEP 10 RR 24 Vt 460,50% PEEP 10 RR 24 Vt 460,other,No
50% PEEP 10 RR 28 Vt 460,50% PEEP 10 RR 28 Vt 460,other,No
50% PEEP 10 RR 30,50% PEEP 10 RR 30,other,No
50% PEEP 10 RR30,50% PEEP 10 RR30,other,No
50% PEEP 10 Vt 460 RR 24,50% PEEP 10 Vt 460 RR 24,other,No
50% PEEP 10 p/c,50% PEEP 10 p/c,other,No
50% PEEP 10 supine,50% PEEP 10 supine,other,No
50% PEEP 12,50% PEEP 12,other,No
50% PEEP 12 RR 22 TV 490,50% PEEP 12 RR 22 TV 490,other,No
50% PEEP 14,50% PEEP 14,other,No
50% PEEP 5,50% PEEP 5,other,No
50% PEEP 5 PS 10,50% PEEP 5 PS 10,other,No
50% PEEP 5 Rate 16,50% PEEP 5 Rate 16,other,No
50% PEEP 6,50% PEEP 6,other,No
50% PEEP 7,50% PEEP 7,other,No
50% PEEP 8,50% PEEP 8,other,No
50% PEEP 8 PS 10,50% PEEP 8 PS 10,other,No
50% PEEP 8 Rate 16,50% PEEP 8 Rate 16,other,No
50% PEEP 8 Rate 20,50% PEEP 8 Rate 20,other,No
50% PEEP of 12,50% PEEP of 12,other,No
50% PEEP5,50% PEEP5,other,No
50% PEEP8,50% PEEP8,other,No
50% PEEP=10,50% PEEP=10,other,No
50% PEEP=7,50% PEEP=7,other,No
50% PEEP=7  rate=30,50% PEEP=7 rate=30,other,Yes
50% PS,50% PS,other,No
50% PS 10/+5,50% PS 10/+5,other,No
50% PS 10/5,50% PS 10/5,other,No
50% PS 10/8,50% PS 10/8,other,No
50% PS 5/10,50% PS 5/10,other,No
50% PS 7/+8,50% PS 7/+8,other,No
50% PS 7/5,50% PS 7/5,other,No
50% PS7/5,50% PS7/5,other,No
50% Pc 24 rate 30 peep 12,50% Pc 24 rate 30 peep 12,other,No
50% Peep 10,50% Peep 10,other,No
50% Peep 10 RR 22,50% Peep 10 RR 22,other,No
50% Peep 12,50% Peep 12,other,No
50% Peep 12 RR 24,50% Peep 12 RR 24,other,No
50% Peep 3,50% Peep 3,other,No
50% Peep 5,50% Peep 5,other,No
50% Peep 5 PS 7,50% Peep 5 PS 7,other,No
50% Peep 7,50% Peep 7,other,No
50% Peep 8,50% Peep 8,other,No
50% Peep5,50% Peep5,other,No
50% RR 24 PEEP 5,50% RR 24 PEEP 5,other,No
50% RR 26,50% RR 26,other,No
50% RR18,50% RR18,other,No
50% TV 325,50% TV 325,other,No
"50% Trach/Vent, ECMO 70%/3L","50% Trach/Vent, ECMO 70%/3L",other,No
"50% Trach/Vent, ECMO 80%/5","50% Trach/Vent, ECMO 80%/5",other,No
"50% Trach/vent, ECMO 70%/3","50% Trach/vent, ECMO 70%/3",other,No
50% VC,50% VC,other,No
"50% VC 16, peep 10","50% VC 16, peep 10",other,No
50% VC 18 450,50% VC 18 450,other,No
50% VC 260 peep 5 rate30,50% VC 260 peep 5 rate30,other,No
"50% VC 290. RR 30, PEEP 5","50% VC 290. RR 30, PEEP 5",other,No
50% VC 300 RR25 PEEP5,50% VC 300 RR25 PEEP5,other,No
50% VC 300 RR30  PEEP 10,50% VC 300 RR30 PEEP 10,other,Yes
50% VC 300/24/+15,50% VC 300/24/+15,other,No
50% VC 310/22/+8,50% VC 310/22/+8,other,No
50% VC 310/28/+5,50% VC 310/28/+5,other,No
50% VC 315 RR 28 PEEP 5,50% VC 315 RR 28 PEEP 5,other,No
50% VC 315 rate 18 peep 5,50% VC 315 rate 18 peep 5,other,No
50% VC 315 rate 26 peep 8,50% VC 315 rate 26 peep 8,other,No
50% VC 350/5 RR 14,50% VC 350/5 RR 14,other,No
50% VC 350/5 RR 16,50% VC 350/5 RR 16,other,No
50% VC 360 18 +5peep,50% VC 360 18 +5peep,other,No
"50% VC 370, RR 18, PEEP 8","50% VC 370, RR 18, PEEP 8",other,No
50% VC 400/5 RR 14,50% VC 400/5 RR 14,other,No
"50% VC 410 PEEP 5, RR 20","50% VC 410 PEEP 5, RR 20",other,No
50% VC 410 RR20 +8,50% VC 410 RR20 +8,other,No
"50% VC 410, RR 22, PEEP 5","50% VC 410, RR 22, PEEP 5",other,No
50% VC 410/8 RR 12,50% VC 410/8 RR 12,other,No
50% VC 420 peep 7 rate 16,50% VC 420 peep 7 rate 16,other,No
50% VC 420/8 RR 20,50% VC 420/8 RR 20,other,No
50% VC 420/8 RR 24,50% VC 420/8 RR 24,other,No
50% VC 420/8 RR 28,50% VC 420/8 RR 28,other,No
50% VC 440 rate 25 peep 8,50% VC 440 rate 25 peep 8,other,No
50% VC 450 rr 35 peep 12,50% VC 450 rr 35 peep 12,other,No
"50% VC 450, RR 10, PEEP 5","50% VC 450, RR 10, PEEP 5",other,No
50% VC 450/18/10,50% VC 450/18/10,other,No
50% VC 450/5 RR 18,50% VC 450/5 RR 18,other,No
50% VC 460/5 RR 16,50% VC 460/5 RR 16,other,No
50% VC 470 PEEP 10 RR 30,50% VC 470 PEEP 10 RR 30,other,No
50% VC 470 RR 30 PEEP 10,50% VC 470 RR 30 PEEP 10,other,No
"50% VC 470, 30, 10","50% VC 470, 30, 10",other,No
50% VC 480 rate 20 peep 12,50% VC 480 rate 20 peep 12,other,No
50% VC 490/22/+10,50% VC 490/22/+10,other,No
50% VC 500/10,50% VC 500/10,other,No
50% VC 500/22/+5,50% VC 500/22/+5,other,No
50% VC Peep 10,50% VC Peep 10,other,No
50% VC RR 35 PEEP16,50% VC RR 35 PEEP16,other,No
50% VC260 peep 5 rate30,50% VC260 peep 5 rate30,other,No
50% VC260 rate30 peep 5,50% VC260 rate30 peep 5,other,No
50% VC300 R28 P8,50% VC300 R28 P8,other,No
50% VC300 RR17 PEEP5,50% VC300 RR17 PEEP5,other,No
50% VC300 RR28 P8,50% VC300 RR28 P8,other,No
50% VC300 RR30 PEEP7,50% VC300 RR30 PEEP7,other,No
50% VC300 RR35 PEEP18,50% VC300 RR35 PEEP18,other,No
50% VC300 peep 8 rate28,50% VC300 peep 8 rate28,other,No
"50% VC340peep 10 rate20, supine, paralyzed","50% VC340peep 10 rate20, supine, paralyzed",other,No
50% VC440,50% VC440,other,No
50% VC440 RR26 PEEP5,50% VC440 RR26 PEEP5,other,No
50% VC440 RR30 PEEP5,50% VC440 RR30 PEEP5,other,No
50% VC440 RR32 PEEP5,50% VC440 RR32 PEEP5,other,No
50% VC440 RR34 PEEP5,50% VC440 RR34 PEEP5,other,No
50% VC450 RR14 PEEP5,50% VC450 RR14 PEEP5,other,No
50% VC500 RR20 PEEP8,50% VC500 RR20 PEEP8,other,No
50% VC500/10,50% VC500/10,other,No
50% VENT 100% ECMO,50% VENT 100% ECMO,other,No
50% VENT.100% ECMO,50% VENT.100% ECMO,other,No
50% VENT/ 100% ECMO/Sweep1,50% VENT/ 100% ECMO/Sweep1,other,No
50% VENT/ 60% ECMO 0 Sweep,50% VENT/ 60% ECMO 0 Sweep,other,No
50% VEnt ECmo 70%/2L,50% VEnt ECmo 70%/2L,other,No
50% Vent / 60% ECMO / Sweep 3L,50% Vent / 60% ECMO / Sweep 3L,other,No
50% Vent 100% Blender 4 Sweep,50% Vent 100% Blender 4 Sweep,other,No
50% Vent 100% Blender Sweep 4,50% Vent 100% Blender Sweep 4,other,No
50% Vent 100% ECMO,50% Vent 100% ECMO,other,No
"50% Vent/trach, ECMO 60%/2","50% Vent/trach, ECMO 60%/2",other,No
50% and  Peep of 8,50% and Peep of 8,other,Yes
50% bipap,50% bipap,other,No
50% ecmo 100%,50% ecmo 100%,other,No
50% ecmo S5 100%,50% ecmo S5 100%,other,No
50% ecmo/sweep 3,50% ecmo/sweep 3,other,No
50% fiO2,50% fiO2,other,No
50% fiO2 40 Lpm,50% fiO2 40 Lpm,other,No
50% fiO2 40lpm,50% fiO2 40lpm,other,No
50% fiO2 PEEP8,50% fiO2 PEEP8,other,No
"50% fiO2, PEEP 10, RR 14","50% fiO2, PEEP 10, RR 14",other,No
50% fio2,50% fio2,other,No
50% fio2 100% ECMO 20ppm iNo,50% fio2 100% ECMO 20ppm iNo,other,No
50% fio2 A/C,50% fio2 A/C,other,No
50% fio2 P/S,50% fio2 P/S,other,No
50% fio2 pc,50% fio2 pc,other,No
50% fio2 peep 12,50% fio2 peep 12,other,No
50% fio2 peep 5,50% fio2 peep 5,other,No
50% fio2 vent,50% fio2 vent,other,No
"50% fio2, 100% ecmo 20ppm ino","50% fio2, 100% ecmo 20ppm ino",other,No
"50% fio2, PEEP 5","50% fio2, PEEP 5",other,No
"50% fio2, peep 10 ps 10","50% fio2, peep 10 ps 10",other,No
"50% fio2, peep 8","50% fio2, peep 8",other,No
50% oeep 10,50% oeep 10,other,No
50% on 40 LPM,50% on 40 LPM,other,No
50% pc 12/8 rr 18,50% pc 12/8 rr 18,other,No
50% pc 20 rate 20 peep 10,50% pc 20 rate 20 peep 10,other,No
50% peep +10,50% peep +10,other,No
50% peep 10,50% peep 10,other,No
50% peep 10 rate 18,50% peep 10 rate 18,other,No
50% peep 10 supine,50% peep 10 supine,other,No
"50% peep 10, Prone","50% peep 10, Prone",other,No
50% peep 12,50% peep 12,other,No
50% peep 12 rate 28,50% peep 12 rate 28,other,No
50% peep 18,50% peep 18,other,No
50% peep 5,50% peep 5,other,No
50% peep 6,50% peep 6,other,No
50% peep 7,50% peep 7,other,No
50% peep 8,50% peep 8,other,No
50% peep 8 rate 16,50% peep 8 rate 16,other,No
50% peep12,50% peep12,other,No
50% peep5,50% peep5,other,No
50% peep7,50% peep7,other,No
50% peep8,50% peep8,other,No
50% prone,50% prone,other,No
50% rate 30,50% rate 30,other,No
50% rate8,50% rate8,other,No
50% rr12 PS7 P5,50% rr12 PS7 P5,other,No
50% spont,50% spont,other,No
50% supine,50% supine,other,No
"50% sweep 5 100% ecmo, PS 10/5","50% sweep 5 100% ecmo, PS 10/5",other,No
50% vent,50% vent,other,No
50% vent 0.9L Sweep 90%,50% vent 0.9L Sweep 90%,other,No
50% vent 100% 2 S ecmo,50% vent 100% 2 S ecmo,other,No
50% vent 100% ECMO,50% vent 100% ECMO,other,No
50% vent 100% ecmo,50% vent 100% ecmo,other,No
50% vent 100% ecmo sweep 0,50% vent 100% ecmo sweep 0,other,No
50% vent 100% ecmo sweep 1,50% vent 100% ecmo sweep 1,other,No
50% vent 100% ecmo sweep 4.5,50% vent 100% ecmo sweep 4.5,other,No
50% vent 70% sweep 5 ecmo,50% vent 70% sweep 5 ecmo,other,No
50% vent 80% ecmo,50% vent 80% ecmo,other,No
"50% vent, 100% ECMO","50% vent, 100% ECMO",other,No
"50% vent, 100% ecmo sweep: 3","50% vent, 100% ecmo sweep: 3",other,No
"50% vent, 5S 100% ecmo","50% vent, 5S 100% ecmo",other,No
"50% vent, 70% ECMO","50% vent, 70% ECMO",other,No
50% vent/100% sweep 4,50% vent/100% sweep 4,other,No
"50% vent; ECMO 100%, sweep 2","50% vent; ECMO 100%, sweep 2",other,No
"50% vent; ECMO 60%, sweep 4","50% vent; ECMO 60%, sweep 4",other,No
"50% vent; ecmo 80%, sweep 2","50% vent; ecmo 80%, sweep 2",other,No
50% w ECMO,50% w ECMO,other,No
50%% vent/fio2 80 sweep 2,50%% vent/fio2 80 sweep 2,other,No
50%+ peep 8 (Proned),50%+ peep 8 (Proned),other,No
50%+10,50%+10,other,No
50%+16,50%+16,other,No
50%+5,50%+5,other,No
50%+8,50%+8,other,No
"50%,  PEEP 7","50%, PEEP 7",other,Yes
"50%, 30L","50%, 30L",other,No
"50%, 30L, ECMO 3.6, sweep 1, 100%","50%, 30L, ECMO 3.6, sweep 1, 100%",other,No
"50%, 35L","50%, 35L",other,No
"50%, 360 20, PEEP 8","50%, 360 20, PEEP 8",other,No
"50%, 40 LPM","50%, 40 LPM",other,No
"50%, 40L","50%, 40L",other,No
"50%, 5.0 PEEP","50%, 5.0 PEEP",other,No
"50%, 50L","50%, 50L",other,No
"50%, 50L, HF","50%, 50L, HF",other,No
"50%, 65L","50%, 65L",other,No
"50%, PC 18/10","50%, PC 18/10",other,No
"50%, PEEP  8","50%, PEEP 8",other,Yes
"50%, PEEP 10","50%, PEEP 10",other,No
"50%, PEEP 10, RR 20","50%, PEEP 10, RR 20",other,No
"50%, PEEP 12","50%, PEEP 12",other,No
"50%, PEEP 12, RR 24","50%, PEEP 12, RR 24",other,No
"50%, PEEP 5","50%, PEEP 5",other,No
"50%, PEEP 7","50%, PEEP 7",other,No
"50%, PEEP 8","50%, PEEP 8",other,No
"50%, Peep 10","50%, Peep 10",other,No
"50%, Peep 5","50%, Peep 5",other,No
"50%, RR 22, 450ml Vol","50%, RR 22, 450ml Vol",other,No
"50%, RR32, 16/PEEP18","50%, RR32, 16/PEEP18",other,No
"50%, RR35, 18/PEEP16","50%, RR35, 18/PEEP16",other,No
"50%, ecmo 100% sweep 3","50%, ecmo 100% sweep 3",other,No
"50%, peep 5","50%, peep 5",other,No
"50%, rate 24, peep 12","50%, rate 24, peep 12",other,No
50%. Peep 10,50%. Peep 10,other,No
50%. Peep 5,50%. Peep 5,other,No
50%. Peep 7,50%. Peep 7,other,No
50%/ +10 PEEP,50%/ +10 PEEP,other,No
50%/ 40L,50%/ 40L,other,No
50%/ 50L,50%/ 50L,other,No
50%/ 60L Hiflo NC,50%/ 60L Hiflo NC,other,No
50%/ PEEP 5 VC,50%/ PEEP 5 VC,other,No
50%/ PEEP 8,50%/ PEEP 8,other,No
50%/ ecmo 100% S8,50%/ ecmo 100% S8,other,No
"50%/+12 PEEP, 100%/7 Sweep ECMO","50%/+12 PEEP, 100%/7 Sweep ECMO",other,No
50%/+5,50%/+5,other,No
50%/+8,50%/+8,other,No
50%/10,50%/10,other,No
50%/100%,50%/100%,other,No
50%/100% ecmo,50%/100% ecmo,other,No
50%/10L,50%/10L,other,No
50%/15L,50%/15L,other,No
50%/15LPM,50%/15LPM,other,No
50%/30L,50%/30L,other,No
50%/30L ECMO S5 Fio2 100%,50%/30L ECMO S5 Fio2 100%,other,No
50%/35L hiflo,50%/35L hiflo,other,No
50%/40L,50%/40L,other,No
50%/40L HFNC/ 100% ECMO Sweep 3,50%/40L HFNC/ 100% ECMO Sweep 3,other,No
50%/40L on HFNC,50%/40L on HFNC,other,No
"50%/40L, ECMO100% sweep 2.5","50%/40L, ECMO100% sweep 2.5",other,No
"50%/40L, vv 3.3, sweep 3, 100%","50%/40L, vv 3.3, sweep 3, 100%",other,No
50%/40lpm,50%/40lpm,other,No
50%/5,50%/5,other,No
"50%/5, ECMO 50%/1","50%/5, ECMO 50%/1",other,No
50%/50L,50%/50L,other,No
50%/50L ECMO S4 100%,50%/50L ECMO S4 100%,other,No
50%/60L,50%/60L,other,No
50%/8,50%/8,other,No
50%/PEEP 10,50%/PEEP 10,other,No
50%/PEEP 5,50%/PEEP 5,other,No
50%/PEEP10,50%/PEEP10,other,No
50%/PEEP5,50%/PEEP5,other,No
50%/PEEP8,50%/PEEP8,other,No
50%/R34/P5 TV 430,50%/R34/P5 TV 430,other,No
50%/peep 10,50%/peep 10,other,No
50%/peep 12,50%/peep 12,other,No
50%/peep 5,50%/peep 5,other,No
50%/peep6,50%/peep6,other,No
50%20L,50%20L,other,No
50%30L,50%30L,other,No
50%40L,50%40L,other,No
50%40L HFNC,50%40L HFNC,other,No
50%50L HFNC,50%50L HFNC,other,No
50%50L HFNC S4,50%50L HFNC S4,other,No
"50%50L HFTC, 80%ecmo,4S","50%50L HFTC, 80%ecmo,4S",other,No
50%50L HiFL,50%50L HiFL,other,No
50%60L,50%60L,other,No
50%; PEEP 8,50%; PEEP 8,other,No
50%;40L/min,50%;40L/min,other,No
50%FIO2,50%FIO2,other,No
50%FiO2/+10 PEEP,50%FiO2/+10 PEEP,other,No
50%FiO2/+10PEEP,50%FiO2/+10PEEP,other,No
50%FiO2/+5 PEEP,50%FiO2/+5 PEEP,other,No
50%FiO2/+5PEEP,50%FiO2/+5PEEP,other,No
50%Fio2 PS 10/8,50%Fio2 PS 10/8,other,No
50%PC,50%PC,other,No
"50%PC,R18","50%PC,R18",other,No
50%PC10/5 rate10,50%PC10/5 rate10,other,No
50%PC16 peep 10 rate20,50%PC16 peep 10 rate20,other,No
50%PC22 peep12 rate28 +iNO 5ppm,50%PC22 peep12 rate28 +iNO 5ppm,other,No
50%PEEP10,50%PEEP10,other,No
50%PEEP5,50%PEEP5,other,No
50%PEEP8,50%PEEP8,other,No
50%PS,50%PS,other,No
50%PSV,50%PSV,other,No
50%SPRVC16;VT460,50%SPRVC16;VT460,other,No
50%VC,50%VC,other,No
50%VC 26RR,50%VC 26RR,other,No
50%VC 310/22/+10,50%VC 310/22/+10,other,No
50%VC RR28,50%VC RR28,other,No
50%VC+10,50%VC+10,other,No
50%VC+8,50%VC+8,other,No
"50%VC,PEEP10","50%VC,PEEP10",other,No
50%VC/RR25,50%VC/RR25,other,No
50%VC18RR,50%VC18RR,other,No
"50%VC340 peep 10 rate24 , prone, paralyzed","50%VC340 peep 10 rate24 , prone, paralyzed",other,No
50%VC500/10,50%VC500/10,other,No
50%^,50%^,other,No
50%b P7/10,50%b P7/10,other,No
50%fi02,50%fi02,other,No
50%fiO2 PEEP8,50%fiO2 PEEP8,other,No
"50%fiO2, PEEP 8","50%fiO2, PEEP 8",other,No
50%fio2,50%fio2,other,No
"50%vent, 100% ecmo, 3s","50%vent, 100% ecmo, 3s",other,No
"50, PEEP 7","50, PEEP 7",other,No
"50, Peep 8","50, Peep 8",other,No
"50, peep 5","50, peep 5",other,No
"50, peep 8","50, peep 8",other,No
"50,000 CFU/mL Acinetobacter junii","50,000 CFU/mL Acinetobacter junii",other,No
"50,000 CFU/mL Aerococcus species","50,000 CFU/mL Aerococcus species",other,No
"50,000 CFU/mL Aerococcus urinae","50,000 CFU/mL Aerococcus urinae",other,No
"50,000 CFU/mL Aerococcus viridans","50,000 CFU/mL Aerococcus viridans",other,No
"50,000 CFU/mL Candida albicans","50,000 CFU/mL Candida albicans",other,No
"50,000 CFU/mL Candida tropicalis","50,000 CFU/mL Candida tropicalis",other,No
"50,000 CFU/mL Citrobacter amalonaticus","50,000 CFU/mL Citrobacter amalonaticus",other,No
"50,000 CFU/mL Citrobacter braakii","50,000 CFU/mL Citrobacter braakii",other,No
"50,000 CFU/mL Citrobacter freundii","50,000 CFU/mL Citrobacter freundii",other,No
"50,000 CFU/mL Citrobacter freundii complex","50,000 CFU/mL Citrobacter freundii complex",other,No
"50,000 CFU/mL Citrobacter koseri","50,000 CFU/mL Citrobacter koseri",other,No
"50,000 CFU/mL Corynebacterium species, not urealyticum","50,000 CFU/mL Corynebacterium species, not urealyticum",other,No
"50,000 CFU/mL Coryneform bacteria","50,000 CFU/mL Coryneform bacteria",other,No
"50,000 CFU/mL Delftia acidovorans","50,000 CFU/mL Delftia acidovorans",other,No
"50,000 CFU/mL Enterobacter aerogenes (Klebsiella aerogenes)","50,000 CFU/mL Enterobacter aerogenes (Klebsiella aerogenes)",other,No
"50,000 CFU/mL Enterobacter cloacae complex","50,000 CFU/mL Enterobacter cloacae complex",other,No
"50,000 CFU/mL Enterococcus faecalis","50,000 CFU/mL Enterococcus faecalis",other,No
"50,000 CFU/mL Enterococcus faecium","50,000 CFU/mL Enterococcus faecium",other,No
"50,000 CFU/mL Enterococcus species","50,000 CFU/mL Enterococcus species",other,No
"50,000 CFU/mL Enterococcus-like colonies","50,000 CFU/mL Enterococcus-like colonies",other,No
"50,000 CFU/mL Escherichia coli","50,000 CFU/mL Escherichia coli",other,No
"50,000 CFU/mL Escherichia coli-like colonies","50,000 CFU/mL Escherichia coli-like colonies",other,No
"50,000 CFU/mL Hafnia species","50,000 CFU/mL Hafnia species",other,No
"50,000 CFU/mL Klebsiella oxytoca","50,000 CFU/mL Klebsiella oxytoca",other,No
"50,000 CFU/mL Klebsiella pneumoniae","50,000 CFU/mL Klebsiella pneumoniae",other,No
"50,000 CFU/mL Klebsiella species","50,000 CFU/mL Klebsiella species",other,No
"50,000 CFU/mL Lactobacillus fermentum","50,000 CFU/mL Lactobacillus fermentum",other,No
"50,000 CFU/mL Lactobacillus sp","50,000 CFU/mL Lactobacillus sp",other,No
"50,000 CFU/mL Lactobacillus species","50,000 CFU/mL Lactobacillus species",other,No
"50,000 CFU/mL Meropenem-Resistant Acinetobacter Baumannii","50,000 CFU/mL Meropenem-Resistant Acinetobacter Baumannii",other,No
"50,000 CFU/mL Methicillin Resistant Staphylococcus aureus","50,000 CFU/mL Methicillin Resistant Staphylococcus aureus",other,No
