raw_value,clean_for_rules,category,changed_by_cleaning
"ecmo 80%, S1.5. vent 40%","ecmo 80%, S1.5. vent 40%",other,No
"ecmo 80%, s=2; hfnc 30%","ecmo 80%, s=2; hfnc 30%",other,No
"ecmo 80%, sweep 1.  vent 30%","ecmo 80%, sweep 1. vent 30%",other,Yes
"ecmo 80%, sweep 2","ecmo 80%, sweep 2",other,No
"ecmo 80%, sweep 3","ecmo 80%, sweep 3",other,No
"ecmo 80%, sweep 5, 4L NC","ecmo 80%, sweep 5, 4L NC",other,No
"ecmo 80%, vent 30%","ecmo 80%, vent 30%",other,No
ecmo 80%/sweep 1/vent 30%,ecmo 80%/sweep 1/vent 30%,other,No
ecmo 80%/sweep 5,ecmo 80%/sweep 5,other,No
ecmo 80%/sweep 6,ecmo 80%/sweep 6,other,No
ecmo 80%; sweep 4,ecmo 80%; sweep 4,other,No
ecmo 80/ NC 30%/ 10L,ecmo 80/ NC 30%/ 10L,other,No
ecmo 90 vent 55,ecmo 90 vent 55,other,No
"ecmo 90% 1L sweep, vent 50%","ecmo 90% 1L sweep, vent 50%",other,No
"ecmo 90% sweep 1L, vent 50%","ecmo 90% sweep 1L, vent 50%",other,No
ecmo 90/s1/hfnc 20l30%,ecmo 90/s1/hfnc 20l30%,other,No
"ecmo S2 70%, PC 10/10 30%","ecmo S2 70%, PC 10/10 30%",other,No
ecmo and vent 100%,ecmo and vent 100%,other,No
"ecmo fio2 100%, sweep 3.  vent p/s 10/5 40%","ecmo fio2 100%, sweep 3. vent p/s 10/5 40%",other,Yes
ecmo fio2 50%,ecmo fio2 50%,other,No
ecmo fio2 50% 2LNC,ecmo fio2 50% 2LNC,other,No
ecmo fio2 50% nc 2L,ecmo fio2 50% nc 2L,other,No
ecmo flow 3.9 s2 fio2 100 ac/vc 400 peep 5 rr 14,ecmo flow 3.9 s2 fio2 100 ac/vc 400 peep 5 rr 14,other,No
"ecmo flow 4  s 4 fio2 100%  rr 14, vt 400, fio2 50%","ecmo flow 4 s 4 fio2 100% rr 14, vt 400, fio2 50%",other,Yes
ecmo flows decreased to 1.5,ecmo flows decreased to 1.5,other,No
"ecmo s 0.5 fio2 100%, RA","ecmo s 0.5 fio2 100%, RA",other,No
"ecmo s 0.5 fio2 60%, vent RR 10 tv 470 peep 5 fio2 40%","ecmo s 0.5 fio2 60%, vent RR 10 tv 470 peep 5 fio2 40%",other,No
ecmo s 4 fio2 80% vent ac/vc 40%,ecmo s 4 fio2 80% vent ac/vc 40%,other,No
"ecmo s0.5 fio2 60%, vent rr10 peep 5 fio2 40%","ecmo s0.5 fio2 60%, vent rr10 peep 5 fio2 40%",other,No
"ecmo s0.5 fio2 60%, vent rr10 peep 5 tv 470 fio2 40%","ecmo s0.5 fio2 60%, vent rr10 peep 5 tv 470 fio2 40%",other,No
"ecmo s0.5 fio2 60%, vent rr10 tv470 peep 5 fio2 40%","ecmo s0.5 fio2 60%, vent rr10 tv470 peep 5 fio2 40%",other,No
ecmo s0.6 fio2 60% vent rr12 peep 5 fio2 40%,ecmo s0.6 fio2 60% vent rr12 peep 5 fio2 40%,other,No
ecmo s1 fio2 100,ecmo s1 fio2 100,other,No
ecmo s1 fio2 100 / room air,ecmo s1 fio2 100 / room air,other,No
ecmo s1 fio2 100 3LNC,ecmo s1 fio2 100 3LNC,other,No
ecmo s1 fio2 100 PS 8/8 fio2 35%,ecmo s1 fio2 100 PS 8/8 fio2 35%,other,No
ecmo s1 fio2 100 ac/vc peep8 tv400 rr14 fio2 35%,ecmo s1 fio2 100 ac/vc peep8 tv400 rr14 fio2 35%,other,No
ecmo s1 fio2 100 flow 4.0-4.1 vent tv 400 rr 14 fio2 40%,ecmo s1 fio2 100 flow 4.0-4.1 vent tv 400 rr 14 fio2 40%,other,No
ecmo s1 fio2 100%,ecmo s1 fio2 100%,other,No
"ecmo s1 fio2 100, HFNC 30L40%","ecmo s1 fio2 100, HFNC 30L40%",other,No
ecmo s1 fio2 50%,ecmo s1 fio2 50%,other,No
ecmo s1.5 fio2 100% vent ps 5/5 fio2 30%,ecmo s1.5 fio2 100% vent ps 5/5 fio2 30%,other,No
ecmo s1.5 fio2 70% 2LNC,ecmo s1.5 fio2 70% 2LNC,other,No
ecmo s1.5 fio2 70% NC 2L,ecmo s1.5 fio2 70% NC 2L,other,No
ecmo s1.5 fio2 80% HCNC 30/30,ecmo s1.5 fio2 80% HCNC 30/30,other,No
"ecmo s1.5 fio2 80%, HFNC 30/30","ecmo s1.5 fio2 80%, HFNC 30/30",other,No
ecmo s2 fio2 100% ps 10/10  fio2 40,ecmo s2 fio2 100% ps 10/10 fio2 40,other,Yes
ecmo s3 fio2 60 0.5L NC,ecmo s3 fio2 60 0.5L NC,other,No
ecmo s3 fio2 70% trach collar 6L 30%,ecmo s3 fio2 70% trach collar 6L 30%,other,No
"ecmo s4 fio2 100%, vent 100%","ecmo s4 fio2 100%, vent 100%",other,No
ecmo s4 fio2 80% TC 15L 40%,ecmo s4 fio2 80% TC 15L 40%,other,No
ecmo s4 fio2 80% TC 15L40%,ecmo s4 fio2 80% TC 15L40%,other,No
ecmo sweeepm 4 70% vc 40%,ecmo sweeepm 4 70% vc 40%,other,No
ecmo sweep 1 fio2 100% vent 50% VC,ecmo sweep 1 fio2 100% vent 50% VC,other,No
ecmo sweep 1.5 -100% --3L NC,ecmo sweep 1.5 -100% --3L NC,other,No
"ecmo sweep 1.5, Fio2 100%","ecmo sweep 1.5, Fio2 100%",other,No
ecmo sweep 12/100%,ecmo sweep 12/100%,other,No
ecmo sweep 13/100% vent 40%,ecmo sweep 13/100% vent 40%,other,No
ecmo sweep 13/100% vent 60%,ecmo sweep 13/100% vent 60%,other,No
"ecmo sweep 13/100%, vent 40%","ecmo sweep 13/100%, vent 40%",other,No
ecmo sweep 15 fio2 100 vent pc 20 peep 10 fio2 100,ecmo sweep 15 fio2 100 vent pc 20 peep 10 fio2 100,other,No
"ecmo sweep 15 fio2 100%, vent pc 20 peep 10 fio2 100","ecmo sweep 15 fio2 100%, vent pc 20 peep 10 fio2 100",other,No
ecmo sweep 15 fio2 100/vent pc 20 peep 10  fio2 100%,ecmo sweep 15 fio2 100/vent pc 20 peep 10 fio2 100%,other,Yes
ecmo sweep 2 fio2 100 ps 10/10 fio2 40%,ecmo sweep 2 fio2 100 ps 10/10 fio2 40%,other,No
ecmo sweep 2 fio2 100% vent 100% vent,ecmo sweep 2 fio2 100% vent 100% vent,other,No
"ecmo sweep 2, 100%.  2 L NC","ecmo sweep 2, 100%. 2 L NC",other,Yes
ecmo sweep 2-70% vent 40%,ecmo sweep 2-70% vent 40%,other,No
ecmo sweep 3,ecmo sweep 3,other,No
ecmo sweep 3 100%. t piece 95%,ecmo sweep 3 100%. t piece 95%,other,No
ecmo sweep 3 fio2 100 ps 10/10 fio2 30,ecmo sweep 3 fio2 100 ps 10/10 fio2 30,other,No
"ecmo sweep 3, 80%, vent 40%","ecmo sweep 3, 80%, vent 40%",other,No
"ecmo sweep 3, fio2 100, vent 40","ecmo sweep 3, fio2 100, vent 40",other,No
"ecmo sweep 3/100%, HFNC 40%/35L","ecmo sweep 3/100%, HFNC 40%/35L",other,No
"ecmo sweep 4, 100%, PC 45%","ecmo sweep 4, 100%, PC 45%",other,No
"ecmo sweep 4, 80%, vent 30%","ecmo sweep 4, 80%, vent 30%",other,No
"ecmo sweep 4.5, 80%, vent 30%","ecmo sweep 4.5, 80%, vent 30%",other,No
ecmo sweep 5 100%. hfnc 100%,ecmo sweep 5 100%. hfnc 100%,other,No
ecmo sweep 5 fio2 100 vent pc 15 rr 12 peep 5 fio2 100,ecmo sweep 5 fio2 100 vent pc 15 rr 12 peep 5 fio2 100,other,No
"ecmo sweep 5 fio2 100, pc 15 rr 12 fio2 100%","ecmo sweep 5 fio2 100, pc 15 rr 12 fio2 100%",other,No
"ecmo sweep 5, 100%/ vent 70%","ecmo sweep 5, 100%/ vent 70%",other,No
ecmo sweep 8 fio2 100 vent pc 15 peep 5 rr 12 fio2 100,ecmo sweep 8 fio2 100 vent pc 15 peep 5 rr 12 fio2 100,other,No
ecmo sweep 8 fio2 100% vent pc 15 peep 5 rr 12 fio2 100%,ecmo sweep 8 fio2 100% vent pc 15 peep 5 rr 12 fio2 100%,other,No
ecmo sweep 8; 100%; RA,ecmo sweep 8; 100%; RA,other,No
"ecmo sweep off, vent 30%","ecmo sweep off, vent 30%",other,No
ecmo sweep1-60%vent 60%,ecmo sweep1-60%vent 60%,other,No
ecmo100 % cpap 100%,ecmo100 % cpap 100%,other,No
ecmo100 hf30/30,ecmo100 hf30/30,other,No
ecmo100% sweep4,ecmo100% sweep4,other,No
"ecmo100%, sweep3.5","ecmo100%, sweep3.5",other,No
ecmo100%/sweep15/vent100%,ecmo100%/sweep15/vent100%,other,No
"ecmo100%/sweep4, HFTC50%/40LPM","ecmo100%/sweep4, HFTC50%/40LPM",other,No
ecmo100%sw5HFNC80%60L,ecmo100%sw5HFNC80%60L,other,No
"ecmo100%sweep1,vent 60%","ecmo100%sweep1,vent 60%",other,No
"ecmo100%sweep1,vent50%","ecmo100%sweep1,vent50%",other,No
"ecmo100%sweep1,vent60%","ecmo100%sweep1,vent60%",other,No
"ecmo100%sweep2,NC2L","ecmo100%sweep2,NC2L",other,No
"ecmo100%sweep2,vent25%","ecmo100%sweep2,vent25%",other,No
"ecmo100%sweep3, vent40%","ecmo100%sweep3, vent40%",other,No
"ecmo100%sweep3,vent25%","ecmo100%sweep3,vent25%",other,No
"ecmo100%sweep3,vent40%","ecmo100%sweep3,vent40%",other,No
"ecmo100%sweep3,vent60%","ecmo100%sweep3,vent60%",other,No
ecmo100%sweep3/hftc60%50L,ecmo100%sweep3/hftc60%50L,other,No
ecmo100%sweep3/vent60%,ecmo100%sweep3/vent60%,other,No
"ecmo100%sweep4, vent100%","ecmo100%sweep4, vent100%",other,No
ecmo100%sweep4/vent100%,ecmo100%sweep4/vent100%,other,No
ecmo100%sweep5HFNC100%60L,ecmo100%sweep5HFNC100%60L,other,No
ecmo100%sweep6/vent100%,ecmo100%sweep6/vent100%,other,No
ecmo100%sweep7HFNC100%60L,ecmo100%sweep7HFNC100%60L,other,No
ecmo100%x2/sweep5/vent100%,ecmo100%x2/sweep5/vent100%,other,No
ecmo100%x2/sweep8/vent100%,ecmo100%x2/sweep8/vent100%,other,No
ecmo100sw4cpap100,ecmo100sw4cpap100,other,No
ecmo110%x2/sweep8/vent100%,ecmo110%x2/sweep8/vent100%,other,No
"ecmo40%sweep1,HFNC80%/50L","ecmo40%sweep1,HFNC80%/50L",other,No
ecmo70%sweep6,ecmo70%sweep6,other,No
ecmo80%sweep4TC50%15L,ecmo80%sweep4TC50%15L,other,No
ecmo80%sweep5tc50%10L,ecmo80%sweep5tc50%10L,other,No
ecmo90% sweep 2,ecmo90% sweep 2,other,No
ecmo90% sweep 6,ecmo90% sweep 6,other,No
ecmo90% sweep4,ecmo90% sweep4,other,No
ecmo90%sweep5tc50%10L,ecmo90%sweep5tc50%10L,other,No
ecmosweep1 fio2 90% vent fio2 30%,ecmosweep1 fio2 90% vent fio2 30%,other,No
eg,eg,other,No
"emo sweep 4, fio2 100% 5LNC","emo sweep 4, fio2 100% 5LNC",other,No
et 40%,et 40%,other,No
et tube 100%,et tube 100%,other,No
et tube 30%,et tube 30%,other,No
"et tube, 50%","et tube, 50%",other,No
et vc 30%,et vc 30%,other,No
et vc 45%,et vc 45%,other,No
et/ 21%,et/ 21%,other,No
et/ 24%,et/ 24%,other,No
et/ 25%,et/ 25%,other,No
et/ 50%,et/ 50%,other,No
ett  40%,ett 40%,other,Yes
"ett 30%, VA ecmo 90%, swp 3","ett 30%, VA ecmo 90%, swp 3",other,No
ett 40%,ett 40%,other,No
ett 50%,ett 50%,other,No
ett mechanical vent fio2 40%,ett mechanical vent fio2 40%,other,No
"ett ps 7/5, 40%","ett ps 7/5, 40%",other,No
"ewcmo 100%, sweep2.  Vent 80%","ewcmo 100%, sweep2. Vent 80%",other,Yes
f16 40%,f16 40%,other,No
f16 Vt 350 40% PEEP 5,f16 Vt 350 40% PEEP 5,other,No
f16 Vt 500 40% +5,f16 Vt 500 40% +5,other,No
f18 Vt 400 PS10 +5 40%,f18 Vt 400 PS10 +5 40%,other,No
f22 Vt 350 50% PEEP 5,f22 Vt 350 50% PEEP 5,other,No
f27 500 7 0.60,f27 500 7 0.60,other,No
f28 Vt 300 PEEP 5 100%,f28 Vt 300 PEEP 5 100%,other,No
f28 Vt 300 PEEP 5 FiO2 50%,f28 Vt 300 PEEP 5 FiO2 50%,other,No
f30 Vt 320 50% PEEP 5,f30 Vt 320 50% PEEP 5,other,No
fIO2 100 PEEP5,fIO2 100 PEEP5,other,No
fL,fL,other,No
face mask 6 L,face mask 6 L,other,No
face mask 6L,face mask 6L,other,No
face tent,face tent,other,No
face tent 28% 6L,face tent 28% 6L,other,No
face tent 28%/6L,face tent 28%/6L,other,No
face tent 30% 6L,face tent 30% 6L,other,No
"face tent 30%, 10L","face tent 30%, 10L",other,No
face tent 35% 14L,face tent 35% 14L,other,No
face tent 40% 10L,face tent 40% 10L,other,No
face tent 40% 10L; ecmo 0L,face tent 40% 10L; ecmo 0L,other,No
face tent 40% 15L,face tent 40% 15L,other,No
face tent 40% 15l,face tent 40% 15l,other,No
face tent 40% 40L,face tent 40% 40L,other,No
"face tent 40%, 10L","face tent 40%, 10L",other,No
face tent 40%/10L,face tent 40%/10L,other,No
"face tent 40%/10L, ECMo 100%/ sweep 0.5","face tent 40%/10L, ECMo 100%/ sweep 0.5",other,No
face tent 40L 40%,face tent 40L 40%,other,No
face tent 40L 45%,face tent 40L 45%,other,No
face tent 45% 15L,face tent 45% 15L,other,No
face tent 50L 40%,face tent 50L 40%,other,No
face tent 60% 10L,face tent 60% 10L,other,No
face tent 60% 12L,face tent 60% 12L,other,No
face tent 60% 15 L,face tent 60% 15 L,other,No
facial mask 7L,facial mask 7L,other,No
fi02,fi02,other,No
fi02 0%,fi02 0%,other,No
fi02 100%,fi02 100%,other,No
fi02 100% sweep decreased on ecmo from 3 to 2,fi02 100% sweep decreased on ecmo from 3 to 2,other,No
fi02 25%,fi02 25%,other,No
fi02 28% 6L 02 trach collar,fi02 28% 6L 02 trach collar,other,No
fi02 30%,fi02 30%,other,No
fi02 40%,fi02 40%,other,No
fi02 50%,fi02 50%,other,No
fi02 60%,fi02 60%,other,No
fi02 70%,fi02 70%,other,No
fi02 75%,fi02 75%,other,No
fi02 85%,fi02 85%,other,No
fi30%,fi30%,other,No
fiO2 30% RR 16 tV 420 ACVC,fiO2 30% RR 16 tV 420 ACVC,other,No
fiO2 30% tV 420 RR 16 PEEP 5,fiO2 30% tV 420 RR 16 PEEP 5,other,No
fiO2 35% PEEP 5,fiO2 35% PEEP 5,other,No
fiO2 35%; 45 LPM HFNC,fiO2 35%; 45 LPM HFNC,other,No
fiO2 40%,fiO2 40%,other,No
fiO2 60%,fiO2 60%,other,No
fio2 100,fio2 100,other,No
"fio2 100 , flow 3.8, sweep 11","fio2 100 , flow 3.8, sweep 11",other,No
fio2 100 ecmo 100% sweep,fio2 100 ecmo 100% sweep,other,No
fio2 100 peep 5,fio2 100 peep 5,other,No
fio2 100 peep 8,fio2 100 peep 8,other,No
fio2 100%,fio2 100%,other,No
"fio2 100% ecmo sweep 12, fio2 100% vent","fio2 100% ecmo sweep 12, fio2 100% vent",other,No
fio2 100% peep 10,fio2 100% peep 10,other,No
fio2 100% peep 12,fio2 100% peep 12,other,No
fio2 100% peep 14,fio2 100% peep 14,other,No
fio2 100% peep 5,fio2 100% peep 5,other,No
fio2 100% peep 8,fio2 100% peep 8,other,No
fio2 100% sweep 2,fio2 100% sweep 2,other,No
fio2 21%,fio2 21%,other,No
fio2 25%,fio2 25%,other,No
fio2 30,fio2 30,other,No
fio2 30 peep 10,fio2 30 peep 10,other,No
fio2 30 peep 5,fio2 30 peep 5,other,No
fio2 30 peep 5 rr 20,fio2 30 peep 5 rr 20,other,No
fio2 30 peep 8,fio2 30 peep 8,other,No
fio2 30%,fio2 30%,other,No
fio2 30%  vent VC,fio2 30% vent VC,other,Yes
fio2 30% PEEP 5,fio2 30% PEEP 5,other,No
fio2 30% PS 10/5,fio2 30% PS 10/5,other,No
fio2 30% PS 7/5,fio2 30% PS 7/5,other,No
fio2 30% RR 28,fio2 30% RR 28,other,No
fio2 30% VC,fio2 30% VC,other,No
fio2 30% peep 5,fio2 30% peep 5,other,No
fio2 30% peep 8,fio2 30% peep 8,other,No
fio2 30% peep8,fio2 30% peep8,other,No
fio2 30% vent,fio2 30% vent,other,No
"fio2 30%, peep 5","fio2 30%, peep 5",other,No
"fio2 30%, peep 5 rr16","fio2 30%, peep 5 rr16",other,No
fio2 30/ Peep 6,fio2 30/ Peep 6,other,No
fio2 30/ peep 5,fio2 30/ peep 5,other,No
fio2 35 % vent,fio2 35 % vent,other,No
fio2 35 peep 5,fio2 35 peep 5,other,No
fio2 35%,fio2 35%,other,No
fio2 35% peep 10,fio2 35% peep 10,other,No
fio2 35% peep 5,fio2 35% peep 5,other,No
"fio2 35%, peep 5","fio2 35%, peep 5",other,No
fio2 40  p5 ps10 rr22,fio2 40 p5 ps10 rr22,other,Yes
fio2 40 peep 10,fio2 40 peep 10,other,No
fio2 40 peep 5,fio2 40 peep 5,other,No
fio2 40 rr 20  peep 5,fio2 40 rr 20 peep 5,other,Yes
fio2 40%,fio2 40%,other,No
fio2 40% peep 5,fio2 40% peep 5,other,No
fio2 40% peep 6,fio2 40% peep 6,other,No
fio2 40% peep 7,fio2 40% peep 7,other,No
fio2 40% peep 8,fio2 40% peep 8,other,No
"fio2 40, Peep 5","fio2 40, Peep 5",other,No
fio2 43%,fio2 43%,other,No
fio2 45%,fio2 45%,other,No
fio2 45% peep 10,fio2 45% peep 10,other,No
fio2 45% peep 5,fio2 45% peep 5,other,No
fio2 50 peep 10,fio2 50 peep 10,other,No
fio2 50 peep 8,fio2 50 peep 8,other,No
"fio2 50 peep: 5 , rr: 24","fio2 50 peep: 5 , rr: 24",other,No
fio2 50%,fio2 50%,other,No
fio2 50% PEEP 8,fio2 50% PEEP 8,other,No
fio2 50% peep 10,fio2 50% peep 10,other,No
fio2 50% peep 5,fio2 50% peep 5,other,No
fio2 50% peep 8,fio2 50% peep 8,other,No
fio2 56% peep 7,fio2 56% peep 7,other,No
fio2 60 peep 7,fio2 60 peep 7,other,No
fio2 60%,fio2 60%,other,No
fio2 60% peep 10,fio2 60% peep 10,other,No
fio2 60% peep 14,fio2 60% peep 14,other,No
fio2 60% peep 5,fio2 60% peep 5,other,No
fio2 60% peep 7,fio2 60% peep 7,other,No
fio2 70 % peep 8,fio2 70 % peep 8,other,No
fio2 70%,fio2 70%,other,No
fio2 70% 3L nc,fio2 70% 3L nc,other,No
fio2 70% RA,fio2 70% RA,other,No
fio2 70% peep 8,fio2 70% peep 8,other,No
"fio2 70, peep 8","fio2 70, peep 8",other,No
fio2 71%,fio2 71%,other,No
fio2 75% peep 14,fio2 75% peep 14,other,No
fio2 80%,fio2 80%,other,No
fio2 80% peep 10,fio2 80% peep 10,other,No
fio2 85%,fio2 85%,other,No
"fio2 : 30 , RR: 20 , peep: 8 , VCAC","fio2 : 30 , RR: 20 , peep: 8 , VCAC",other,No
"fio2 : 40, peep : 5, VC AC","fio2 : 40, peep : 5, VC AC",other,No
fio260% P/C,fio260% P/C,other,No
fio270%,fio270%,other,No
"fio2: 25, PEEP: 8, RR: 18, pressure 15 pc-ac","fio2: 25, PEEP: 8, RR: 18, pressure 15 pc-ac",other,No
"fio2: 25, PS 7/ peep : 5","fio2: 25, PS 7/ peep : 5",other,No
fio2: 30 peep: 5 rate: 14  vcac,fio2: 30 peep: 5 rate: 14 vcac,other,Yes
"fio2: 30, VCAC, RR: 18","fio2: 30, VCAC, RR: 18",other,No
fio3 50 peep 8,fio3 50 peep 8,other,No
"fiow 52%, vv ecmo 100%","fiow 52%, vv ecmo 100%",other,No
"flow 4.5, sweep 3, 100% and vent PC 10/5 30%","flow 4.5, sweep 3, 100% and vent PC 10/5 30%",other,No
"flows 2L/min, sweep 3L 100%","flows 2L/min, sweep 3L 100%",other,No
"heated aerosol 6 lp, 28%","heated aerosol 6 lp, 28%",other,No
heated aerosol Fio2 28% 6 lpm,heated aerosol Fio2 28% 6 lpm,other,No
heavy,heavy,other,No
hf 35%/35l,hf 35%/35l,other,No
hf 40/30,hf 40/30,other,No
hf 55%55L,hf 55%55L,other,No
hf 60L/ 60%,hf 60L/ 60%,other,No
hf 70% 55L,hf 70% 55L,other,No
hf 70% 60L,hf 70% 60L,other,No
hf nc 10l/40%,hf nc 10l/40%,other,No
hf trach collar 40/40; ecmo 100% sweep 1,hf trach collar 40/40; ecmo 100% sweep 1,other,No
hf trach collar 40l/40% vv ecmo s1 100%,hf trach collar 40l/40% vv ecmo s1 100%,other,No
hflc 30l/40%,hflc 30l/40%,other,No
hflow 35%NC,hflow 35%NC,other,No
hfnc,hfnc,other,No
hfnc  30l 50%,hfnc 30l 50%,other,Yes
hfnc 100 % FIO2,hfnc 100 % FIO2,other,No
hfnc 100%  60L,hfnc 100% 60L,other,Yes
hfnc 100% 60L,hfnc 100% 60L,other,No
hfnc 100%/60L / vv ecmo 100%,hfnc 100%/60L / vv ecmo 100%,other,No
hfnc 100%/60L / vvecmo 100%,hfnc 100%/60L / vvecmo 100%,other,No
hfnc 100%40L,hfnc 100%40L,other,No
hfnc 100%50L nrb 15l,hfnc 100%50L nrb 15l,other,No
hfnc 100/60,hfnc 100/60,other,No
hfnc 10l/40%,hfnc 10l/40%,other,No
hfnc 20L / 40%,hfnc 20L / 40%,other,No
hfnc 20L 65%,hfnc 20L 65%,other,No
hfnc 20L/50%,hfnc 20L/50%,other,No
hfnc 20l/50% post extubation abg,hfnc 20l/50% post extubation abg,other,No
hfnc 21%,hfnc 21%,other,No
hfnc 30,hfnc 30,other,No
hfnc 30 30,hfnc 30 30,other,No
hfnc 30% 10L,hfnc 30% 10L,other,No
hfnc 30% 15L ecmo 100% 4L sweep,hfnc 30% 15L ecmo 100% 4L sweep,other,No
hfnc 30% 30L,hfnc 30% 30L,other,No
hfnc 30% 40L,hfnc 30% 40L,other,No
hfnc 30% @ 30L/min,hfnc 30% @ 30L/min,other,No
hfnc 30%/30L,hfnc 30%/30L,other,No
hfnc 30%/40L,hfnc 30%/40L,other,No
hfnc 30%30L,hfnc 30%30L,other,No
hfnc 30/20,hfnc 30/20,other,No
hfnc 30/30,hfnc 30/30,other,No
hfnc 3030,hfnc 3030,other,No
hfnc 305/20l/90e/1.5s,hfnc 305/20l/90e/1.5s,other,No
hfnc 30L 30%,hfnc 30L 30%,other,No
hfnc 30L 40%,hfnc 30L 40%,other,No
hfnc 30L/40%,hfnc 30L/40%,other,No
hfnc 30L/40% post extubation abg,hfnc 30L/40% post extubation abg,other,No
hfnc 30l 35%,hfnc 30l 35%,other,No
hfnc 30l/30%,hfnc 30l/30%,other,No
hfnc 30l/40%,hfnc 30l/40%,other,No
hfnc 35% 40L,hfnc 35% 40L,other,No
hfnc 35%8L,hfnc 35%8L,other,No
hfnc 35L/30%,hfnc 35L/30%,other,No
hfnc 35L/40% + VV ECMO 100% 1L,hfnc 35L/40% + VV ECMO 100% 1L,other,No
hfnc 35L30%,hfnc 35L30%,other,No
hfnc 40 40,hfnc 40 40,other,No
hfnc 40%,hfnc 40%,other,No
hfnc 40% 30L,hfnc 40% 30L,other,No
hfnc 40% 40L,hfnc 40% 40L,other,No
hfnc 40% 40l,hfnc 40% 40l,other,No
hfnc 40% 60L,hfnc 40% 60L,other,No
hfnc 40%/20iters,hfnc 40%/20iters,other,No
hfnc 40%/40L,hfnc 40%/40L,other,No
hfnc 40%/40lpm,hfnc 40%/40lpm,other,No
hfnc 40%20L,hfnc 40%20L,other,No
hfnc 40%30L,hfnc 40%30L,other,No
hfnc 40%40L,hfnc 40%40L,other,No
hfnc 40%@ 40 L/min,hfnc 40%@ 40 L/min,other,No
hfnc 40/20,hfnc 40/20,other,No
hfnc 40/40,hfnc 40/40,other,No
hfnc 40L 100%,hfnc 40L 100%,other,No
hfnc 40L 30%,hfnc 40L 30%,other,No
hfnc 40L 35%,hfnc 40L 35%,other,No
hfnc 40L 40%,hfnc 40L 40%,other,No
hfnc 40L 60%,hfnc 40L 60%,other,No
hfnc 40L 64%,hfnc 40L 64%,other,No
hfnc 40L/30%,hfnc 40L/30%,other,No
hfnc 40L/40%,hfnc 40L/40%,other,No
hfnc 40L/45%,hfnc 40L/45%,other,No
hfnc 40L/50%,hfnc 40L/50%,other,No
hfnc 40L30%,hfnc 40L30%,other,No
hfnc 40l 40%,hfnc 40l 40%,other,No
hfnc 40l 80%,hfnc 40l 80%,other,No
hfnc 40l/40%,hfnc 40l/40%,other,No
hfnc 40l21%,hfnc 40l21%,other,No
hfnc 45%/40L,hfnc 45%/40L,other,No
hfnc 50% 40 L,hfnc 50% 40 L,other,No
hfnc 50% 40L,hfnc 50% 40L,other,No
hfnc 50%/ 60L,hfnc 50%/ 60L,other,No
hfnc 50%/20L,hfnc 50%/20L,other,No
hfnc 50%/40L,hfnc 50%/40L,other,No
hfnc 50/30,hfnc 50/30,other,No
hfnc 50/40,hfnc 50/40,other,No
"hfnc 50/40, ecmo S8 100%","hfnc 50/40, ecmo S8 100%",other,No
hfnc 50/50,hfnc 50/50,other,No
hfnc 50L 40%,hfnc 50L 40%,other,No
hfnc 50L 50% fio2,hfnc 50L 50% fio2,other,No
hfnc 50L 60%,hfnc 50L 60%,other,No
hfnc 50L 70%,hfnc 50L 70%,other,No
hfnc 50L/40%,hfnc 50L/40%,other,No
hfnc 50L/50%,hfnc 50L/50%,other,No
hfnc 50L/60%,hfnc 50L/60%,other,No
hfnc 50l/70%,hfnc 50l/70%,other,No
hfnc 55% 40L,hfnc 55% 40L,other,No
hfnc 55%/50L,hfnc 55%/50L,other,No
hfnc 60% 30 L,hfnc 60% 30 L,other,No
hfnc 60% 60L,hfnc 60% 60L,other,No
hfnc 60%/50L,hfnc 60%/50L,other,No
hfnc 60/60,hfnc 60/60,other,No
hfnc 60L 100%,hfnc 60L 100%,other,No
"hfnc 60L, 100%, VA swep 1, 70%","hfnc 60L, 100%, VA swep 1, 70%",other,No
"hfnc 70% 40L, ecmo 100% s=8","hfnc 70% 40L, ecmo 100% s=8",other,No
hfnc 70% @ 40L/min,hfnc 70% @ 40L/min,other,No
"hfnc 70%/50L. vv ecmo 100%, swp 8","hfnc 70%/50L. vv ecmo 100%, swp 8",other,No
hfnc 70%30L,hfnc 70%30L,other,No
hfnc 70%60L,hfnc 70%60L,other,No
hfnc 70/40,hfnc 70/40,other,No
"hfnc 80% 40L, ecmo 100% s=8","hfnc 80% 40L, ecmo 100% s=8",other,No
hfnc 80% 60L,hfnc 80% 60L,other,No
hfnc 90%50L,hfnc 90%50L,other,No
hfnc fio2 30% 30 LPM,hfnc fio2 30% 30 LPM,other,No
hfnc40/40,hfnc40/40,other,No
hfnc60/40,hfnc60/40,other,No
"hftc 100/50, ecmo 100, S 2","hftc 100/50, ecmo 100, S 2",other,No
hftc 40%,hftc 40%,other,No
hftc 40/30%,hftc 40/30%,other,No
hftc 40/40,hftc 40/40,other,No
hftc 40L30%,hftc 40L30%,other,No
"hftc 90%, 60L, ECMO 100 % s=5.5","hftc 90%, 60L, ECMO 100 % s=5.5",other,No
"hftc 90/40, ecmo 100, S2","hftc 90/40, ecmo 100, S2",other,No
hhfnc 30%/30L,hhfnc 30%/30L,other,No
hhfnc 40l/60%,hhfnc 40l/60%,other,No
hi flo NC 30%,hi flo NC 30%,other,No
hi flow 30 liters  30%    02,hi flow 30 liters 30% 02,other,Yes
